Data;Partia_miesniowa;Cwiczenie;Nr_serii;Powtorzenia;Ciezar_kg;Szacowany_1RM
﻿2026-07-06;Plecy;Pull Up;3;6;0.0;0.0
﻿2026-07-06;Klatka;Incline Bench Press (Smith Machine);0;6;80.0;96.0
﻿2026-07-06;Klatka;Incline Bench Press (Smith Machine);1;7;80.0;98.7
﻿2026-07-06;Klatka;Incline Bench Press (Smith Machine);2;6;82.5;99.0
﻿2026-07-06;Plecy;T Bar Row;0;10;61.25;81.7
﻿2026-07-06;Plecy;T Bar Row;1;8;66.25;83.9
﻿2026-07-06;Plecy;T Bar Row;2;7;71.25;87.9
﻿2026-07-06;Klatka;Low Cable Fly Crossovers;0;11;16.25;22.2
﻿2026-07-06;Klatka;Low Cable Fly Crossovers;1;8;17.5;22.2
﻿2026-07-06;Klatka;Low Cable Fly Crossovers;2;8;17.5;22.2
﻿2026-07-06;Plecy;Single Arm Cable Row;0;11;47.5;64.9
﻿2026-07-06;Plecy;Single Arm Cable Row;1;10;50.0;66.7
﻿2026-07-06;Plecy;Single Arm Cable Row;2;8;52.5;66.5
﻿2026-07-06;Barki;Lateral Raise (Machine);0;9;60.0;78.0
﻿2026-07-06;Barki;Lateral Raise (Machine);1;9;60.0;78.0
﻿2026-07-06;Barki;Rear Delt Reverse Fly (Machine);0;11;22.5;30.8
﻿2026-07-06;Barki;Rear Delt Reverse Fly (Machine);1;10;22.5;30.0
﻿2026-07-06;Biceps;Bicep Curl (Cable);0;8;32.5;41.2
﻿2026-07-06;Biceps;Bicep Curl (Cable);1;7;33.75;41.6
﻿2026-07-06;Triceps;Triceps Rope Pushdown;0;9;32.5;42.2
﻿2026-07-06;Triceps;Triceps Rope Pushdown;1;7;33.75;41.6
﻿2026-07-04;Nogi;Pendulum Squat (Machine);0;10;106.7;142.3
﻿2026-07-04;Nogi;Pendulum Squat (Machine);1;8;111.7;141.5
﻿2026-07-04;Nogi;Pendulum Squat (Machine);2;5;116.7;136.2
﻿2026-07-04;Nogi;Single Leg Press (Machine);0;8;128.0;162.1
﻿2026-07-04;Nogi;Single Leg Press (Machine);1;8;138.0;174.8
﻿2026-07-04;Nogi;Single Leg Press (Machine);2;8;148.0;187.5
﻿2026-07-04;Nogi;Single Leg Extensions;0;8;36.8;46.6
﻿2026-07-04;Nogi;Single Leg Extensions;1;7;38.05;46.9
﻿2026-07-04;Nogi;Single Leg Extensions;2;7;39.3;48.5
﻿2026-07-04;Nogi;Standing Leg Curls;0;10;39.85;53.1
﻿2026-07-04;Nogi;Standing Leg Curls;1;8;42.35;53.6
﻿2026-07-04;Nogi;Standing Leg Curls;2;7;44.85;55.3
﻿2026-07-04;Brzuch;Hanging Leg Raise;0;14;0.0;0.0
﻿2026-07-04;Brzuch;Hanging Leg Raise;1;14;0.0;0.0
﻿2026-07-04;Brzuch;Hanging Leg Raise;2;14;0.0;0.0
﻿2026-07-04;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;0;11;44.5;60.8
﻿2026-07-04;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;1;10;44.5;59.3
﻿2026-07-04;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;2;10;44.5;59.3
﻿2026-07-03;Barki;Overhead Press (Smith Machine);0;10;65.0;86.7
﻿2026-07-03;Barki;Overhead Press (Smith Machine);1;8;70.0;88.7
﻿2026-07-03;Barki;Overhead Press (Smith Machine);2;6;75.0;90.0
﻿2026-07-03;Barki;Overhead Press (Smith Machine);3;3;80.0;88.0
﻿2026-07-03;Barki;Lateral Raise (Dumbbell);0;9;17.5;22.8
﻿2026-07-03;Barki;Lateral Raise (Dumbbell);1;9;17.5;22.8
﻿2026-07-03;Barki;Single Arm Lateral Raise (Cable);0;9;10.0;13.0
﻿2026-07-03;Barki;Single Arm Lateral Raise (Cable);1;7;11.25;13.9
﻿2026-07-03;Barki;Face Pull;0;11;28.75;39.3
﻿2026-07-03;Barki;Face Pull;1;11;28.75;39.3
﻿2026-07-03;Barki;Face Pull;2;9;30.0;39.0
﻿2026-07-03;Barki;Face Pull;3;10;30.0;40.0
﻿2026-07-03;Biceps;Preacher Curl (Machine);0;8;51.25;64.9
﻿2026-07-03;Biceps;Preacher Curl (Machine);1;6;53.75;64.5
﻿2026-07-03;Biceps;Preacher Curl (Machine);2;5;56.25;65.6
﻿2026-07-03;Triceps;Skullcrusher (Barbell);0;9;49.0;63.7
﻿2026-07-03;Triceps;Skullcrusher (Barbell);1;7;51.5;63.5
﻿2026-07-03;Triceps;Skullcrusher (Barbell);2;6;51.5;61.8
﻿2026-07-03;Biceps;Seated Incline Curl (Dumbbell);0;10;17.5;23.3
﻿2026-07-03;Biceps;Seated Incline Curl (Dumbbell);1;6;20.0;24.0
﻿2026-07-03;Triceps;Triceps Pushdown V-Grip;0;10;40.0;53.3
﻿2026-07-03;Triceps;Triceps Pushdown V-Grip;1;8;42.5;53.8
﻿2026-07-03;Biceps;Hammer Curl (Cable);0;9;37.5;48.8
﻿2026-07-03;Biceps;Hammer Curl (Cable);1;7;38.75;47.8
﻿2026-07-03;Triceps;Single Arm Triceps Pushdown (Cable) (Catana);0;8;12.5;15.8
﻿2026-07-03;Triceps;Single Arm Triceps Pushdown (Cable) (Catana);1;7;13.75;17.0
﻿2026-07-02;Klatka;Feet Up Bench Press (Barbell);0;10;80.0;106.7
﻿2026-07-02;Klatka;Feet Up Bench Press (Barbell);1;8;82.5;104.5
﻿2026-07-02;Klatka;Feet Up Bench Press (Barbell);2;8;85.0;107.7
﻿2026-07-02;Plecy;Lat Pulldown - Close Grip (Cable);0;10;89.0;118.7
﻿2026-07-02;Plecy;Lat Pulldown - Close Grip (Cable);1;8;92.5;117.2
﻿2026-07-02;Plecy;Lat Pulldown - Close Grip (Cable);2;6;96.0;115.2
﻿2026-07-02;Plecy;Lat Pulldown - Close Grip (Cable);3;6;96.0;115.2
﻿2026-07-02;Klatka;Incline Chest Press (Machine);0;10;105.0;140.0
﻿2026-07-02;Klatka;Incline Chest Press (Machine);1;9;110.0;143.0
﻿2026-07-02;Klatka;Incline Chest Press (Machine);2;7;115.0;141.8
﻿2026-07-02;Klatka;Incline Chest Press (Machine);3;5;120.0;140.0
﻿2026-07-02;Plecy;Iso-Lateral High Row (Machine);0;12;105.0;147.0
﻿2026-07-02;Plecy;Iso-Lateral High Row (Machine);1;10;125.0;166.7
﻿2026-07-02;Plecy;Iso-Lateral High Row (Machine);2;8;135.0;171.0
﻿2026-07-02;Klatka;Butterfly (Pec Deck);0;10;110.0;146.7
﻿2026-07-02;Klatka;Butterfly (Pec Deck);1;8;112.5;142.5
﻿2026-07-02;Klatka;Butterfly (Pec Deck);2;7;112.5;138.8
﻿2026-07-02;Plecy;Pullover (Machine);0;12;92.5;129.5
﻿2026-07-02;Plecy;Pullover (Machine);1;11;97.5;133.2
﻿2026-07-02;Plecy;Pullover (Machine);2;9;102.5;133.2
﻿2026-07-01;Cardio;Treadmill;0;0;0.0;0.0
﻿2026-06-30;Rozgrzewka;Warm Up;0;0;0.0;0.0
﻿2026-06-30;Nogi;Front Squat;0;5;102.5;119.6
﻿2026-06-30;Nogi;Front Squat;1;4;107.5;121.8
﻿2026-06-30;Nogi;Front Squat;2;3;112.5;123.8
﻿2026-06-30;Nogi;Romanian Deadlift (Barbell);0;8;130.0;164.7
﻿2026-06-30;Nogi;Romanian Deadlift (Barbell);1;6;140.0;168.0
﻿2026-06-30;Nogi;Romanian Deadlift (Barbell);2;4;150.0;170.0
﻿2026-06-30;Nogi;Hack Squat (Machine);0;8;135.0;171.0
﻿2026-06-30;Nogi;Hack Squat (Machine);1;7;137.5;169.6
﻿2026-06-30;Nogi;Hack Squat (Machine);2;6;140.0;168.0
﻿2026-06-30;Nogi;Leg Extension (Machine);0;10;85.0;113.3
﻿2026-06-30;Nogi;Leg Extension (Machine);1;10;87.5;116.7
﻿2026-06-30;Nogi;Leg Extension (Machine);2;8;90.0;114.0
﻿2026-06-30;Nogi;Lying Leg Curl (Machine);0;10;52.5;70.0
﻿2026-06-30;Nogi;Lying Leg Curl (Machine);1;8;55.0;69.7
﻿2026-06-30;Nogi;Lying Leg Curl (Machine);2;6;57.5;69.0
﻿2026-06-30;Nogi;Hip Adduction (Machine);0;10;100.0;133.3
﻿2026-06-30;Nogi;Hip Adduction (Machine);1;10;100.0;133.3
﻿2026-06-30;Brzuch;Cable Crunch;0;12;51.25;71.8
﻿2026-06-30;Brzuch;Cable Crunch;1;11;52.5;71.8
﻿2026-06-30;Brzuch;Cable Crunch;2;9;53.75;69.9
﻿2026-06-30;Brzuch;Cable Core Pallof Press;0;9;21.25;27.6
﻿2026-06-30;Brzuch;Cable Core Pallof Press;1;8;22.5;28.5
﻿2026-06-29;Klatka;Bench Press (Barbell);0;8;97.5;123.5
﻿2026-06-29;Klatka;Bench Press (Barbell);1;7;100.0;123.3
﻿2026-06-29;Klatka;Bench Press (Barbell);2;6;102.5;123.0
﻿2026-06-29;Klatka;Bench Press (Barbell);3;5;102.5;119.6
﻿2026-06-29;Plecy;Pull Up;0;9;0.0;0.0
﻿2026-06-29;Plecy;Pull Up;1;8;0.0;0.0
﻿2026-06-29;Plecy;Pull Up;2;7;0.0;0.0
﻿2026-06-29;Plecy;Pull Up;3;7;0.0;0.0
﻿2026-06-29;Klatka;Incline Bench Press (Smith Machine);0;6;80.0;96.0
﻿2026-06-29;Klatka;Incline Bench Press (Smith Machine);1;6;80.0;96.0
﻿2026-06-29;Klatka;Incline Bench Press (Smith Machine);2;6;80.0;96.0
﻿2026-06-29;Plecy;T Bar Row;0;10;60.0;80.0
﻿2026-06-29;Plecy;T Bar Row;1;8;65.0;82.3
﻿2026-06-29;Plecy;T Bar Row;2;6;70.0;84.0
﻿2026-06-29;Klatka;Low Cable Fly Crossovers;0;10;16.25;21.7
﻿2026-06-29;Klatka;Low Cable Fly Crossovers;1;7;17.5;21.6
﻿2026-06-29;Klatka;Low Cable Fly Crossovers;2;7;17.5;21.6
﻿2026-06-29;Plecy;Single Arm Cable Row;0;10;47.5;63.3
﻿2026-06-29;Plecy;Single Arm Cable Row;1;9;50.0;65.0
﻿2026-06-29;Plecy;Single Arm Cable Row;2;8;51.25;64.9
﻿2026-06-29;Barki;Lateral Raise (Machine);0;9;60.0;78.0
﻿2026-06-29;Barki;Lateral Raise (Machine);1;8;60.0;76.0
﻿2026-06-29;Barki;Rear Delt Reverse Fly (Machine);0;11;22.5;30.8
﻿2026-06-29;Barki;Rear Delt Reverse Fly (Machine);1;10;22.5;30.0
﻿2026-06-29;Biceps;Bicep Curl (Cable);0;8;32.5;41.2
﻿2026-06-29;Biceps;Bicep Curl (Cable);1;8;32.5;41.2
﻿2026-06-29;Triceps;Triceps Pushdown (Chwyt Podwójny);0;8;32.5;41.2
﻿2026-06-29;Triceps;Triceps Pushdown (Chwyt Podwójny);1;10;32.5;43.3
﻿2026-06-27;Nogi;Pendulum Squat (Machine);0;6;111.7;134.0
﻿2026-06-27;Nogi;Pendulum Squat (Machine);1;4;116.7;132.3
﻿2026-06-27;Nogi;Single Leg Press (Machine);0;6;143.0;171.6
﻿2026-06-27;Nogi;Single Leg Press (Machine);1;6;143.0;171.6
﻿2026-06-27;Nogi;Single Leg Extensions;0;5;38.05;44.4
﻿2026-06-27;Nogi;Single Leg Extensions;1;4;39.3;44.5
﻿2026-06-27;Nogi;Standing Leg Curls;0;6;42.35;50.8
﻿2026-06-27;Nogi;Standing Leg Curls;1;4;44.85;50.8
﻿2026-06-27;Brzuch;Hanging Leg Raise;0;10;0.0;0.0
﻿2026-06-27;Brzuch;Hanging Leg Raise;1;12;0.0;0.0
﻿2026-06-27;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;0;9;44.5;57.9
﻿2026-06-27;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;1;9;44.5;57.9
﻿2026-06-26;Barki;Overhead Press (Smith Machine);0;6;70.0;84.0
﻿2026-06-26;Barki;Overhead Press (Smith Machine);1;4;75.0;85.0
﻿2026-06-26;Barki;Lateral Raise (Dumbbell);0;6;17.5;21.0
﻿2026-06-26;Barki;Single Arm Lateral Raise (Cable);0;7;10.0;12.3
﻿2026-06-26;Barki;Face Pull;0;8;28.75;36.4
﻿2026-06-26;Barki;Face Pull;1;8;28.75;36.4
﻿2026-06-26;Biceps;Preacher Curl (Machine);0;6;51.25;61.5
﻿2026-06-26;Biceps;Preacher Curl (Machine);1;4;53.75;60.9
﻿2026-06-26;Triceps;Skullcrusher (Barbell);0;6;49.0;58.8
﻿2026-06-26;Triceps;Skullcrusher (Barbell);1;4;51.5;58.4
﻿2026-06-26;Biceps;Seated Incline Curl (Dumbbell);0;8;17.5;22.2
﻿2026-06-26;Biceps;Seated Incline Curl (Dumbbell);1;4;20.0;22.7
﻿2026-06-26;Triceps;Triceps Rope Pushdown;0;6;32.2;38.6
﻿2026-06-26;Triceps;Triceps Rope Pushdown;1;6;32.5;39.0
﻿2026-06-26;Biceps;Hammer Curl (Cable);0;7;37.5;46.2
﻿2026-06-26;Triceps;Single Arm Triceps Pushdown (Cable);0;6;15.0;18.0
﻿2026-06-25;Klatka;Bench Press (Barbell) Hipertrofia;0;7;95.0;117.2
﻿2026-06-25;Klatka;Bench Press (Barbell) Hipertrofia;1;6;97.5;117.0
﻿2026-06-25;Plecy;Lat Pulldown (Cable);0;6;96.0;115.2
﻿2026-06-25;Plecy;Lat Pulldown (Cable);1;5;99.5;116.1
﻿2026-06-25;Klatka;Incline Chest Press (Machine);0;6;115.0;138.0
﻿2026-06-25;Klatka;Incline Chest Press (Machine);1;4;120.0;136.0
﻿2026-06-25;Plecy;Iso-Lateral High Row (Machine);0;8;130.0;164.7
﻿2026-06-25;Plecy;Iso-Lateral High Row (Machine);1;8;130.0;164.7
﻿2026-06-25;Klatka;Butterfly (Pec Deck);0;7;110.0;135.7
﻿2026-06-25;Klatka;Butterfly (Pec Deck);1;5;112.5;131.2
﻿2026-06-25;Plecy;Pullover (Machine);0;9;95.0;123.5
﻿2026-06-25;Plecy;Pullover (Machine);1;8;100.0;126.7
﻿2026-06-24;Cardio;Treadmill;0;0;0.0;0.0
﻿2026-06-23;Rozgrzewka;Warm Up;0;0;0.0;0.0
﻿2026-06-23;Nogi;Front Squat;0;3;105.0;115.5
﻿2026-06-23;Nogi;Front Squat;1;2;110.0;117.3
﻿2026-06-23;Nogi;Romanian Deadlift (Barbell);0;4;140.0;158.7
﻿2026-06-23;Nogi;Romanian Deadlift (Barbell);1;3;150.0;165.0
﻿2026-06-23;Nogi;Hack Squat (Machine);0;5;137.5;160.4
﻿2026-06-23;Nogi;Hack Squat (Machine);1;3;142.5;156.8
﻿2026-06-23;Nogi;Leg Extension (Machine);0;8;85.0;107.7
﻿2026-06-23;Nogi;Leg Extension (Machine);1;8;87.5;110.8
﻿2026-06-23;Nogi;Lying Leg Curl (Machine);0;6;55.0;66.0
﻿2026-06-23;Nogi;Lying Leg Curl (Machine);1;6;55.0;66.0
﻿2026-06-23;Nogi;Hip Adduction (Machine);0;8;100.0;126.7
﻿2026-06-23;Brzuch;Cable Crunch;0;10;51.25;68.3
﻿2026-06-23;Brzuch;Cable Crunch;1;8;52.5;66.5
﻿2026-06-23;Brzuch;Cable Core Pallof Press;0;6;21.25;25.5
﻿2026-06-22;Klatka;Bench Press (Barbell);0;6;100.0;120.0
﻿2026-06-22;Klatka;Bench Press (Barbell);1;4;102.5;116.2
﻿2026-06-22;Plecy;Pull Up;0;7;0.0;0.0
﻿2026-06-22;Plecy;Pull Up;1;6;0.0;0.0
﻿2026-06-22;Klatka;Incline Bench Press (Smith Machine);0;6;80.0;96.0
﻿2026-06-22;Klatka;Incline Bench Press (Smith Machine);1;5;82.5;96.2
﻿2026-06-22;Plecy;Dumbbell Row;0;10;55.0;73.3
﻿2026-06-22;Plecy;Dumbbell Row;1;10;55.0;73.3
﻿2026-06-22;Klatka;Low Cable Fly Crossovers;0;8;16.25;20.6
﻿2026-06-22;Klatka;Low Cable Fly Crossovers;1;6;17.5;21.0
﻿2026-06-22;Plecy;Single Arm Cable Row;0;7;50.0;61.7
﻿2026-06-22;Plecy;Single Arm Cable Row;1;6;51.25;61.5
﻿2026-06-22;Biceps;Bicep Curl (Cable);0;6;33.75;40.5
﻿2026-06-22;Biceps;Bicep Curl (Cable);1;6;33.75;40.5
﻿2026-06-22;Triceps;Triceps Rope Pushdown;0;6;32.5;39.0
﻿2026-06-22;Triceps;Triceps Rope Pushdown;1;6;32.5;39.0
﻿2026-06-22;Barki;Lateral Raise (Machine);0;7;60.0;74.0
﻿2026-06-22;Barki;Rear Delt Reverse Fly (Machine);0;9;22.5;29.2
﻿2026-06-20;Nogi;Pendulum Squat (Machine);0;10;106.7;142.3
﻿2026-06-20;Nogi;Pendulum Squat (Machine);1;8;111.7;141.5
﻿2026-06-20;Nogi;Pendulum Squat (Machine);2;5;116.7;136.2
﻿2026-06-20;Nogi;Single Leg Press (Machine);0;8;123.0;155.8
﻿2026-06-20;Nogi;Single Leg Press (Machine);1;8;133.0;168.5
﻿2026-06-20;Nogi;Single Leg Press (Machine);2;8;143.0;181.1
﻿2026-06-20;Nogi;Single Leg Extensions;0;8;36.8;46.6
﻿2026-06-20;Nogi;Single Leg Extensions;1;7;38.05;46.9
﻿2026-06-20;Nogi;Single Leg Extensions;2;6;39.3;47.2
﻿2026-06-20;Nogi;Standing Leg Curls;0;10;39.85;53.1
﻿2026-06-20;Nogi;Standing Leg Curls;1;8;42.35;53.6
﻿2026-06-20;Nogi;Standing Leg Curls;2;6;44.85;53.8
﻿2026-06-20;Brzuch;Hanging Leg Raise;0;13;0.0;0.0
﻿2026-06-20;Brzuch;Hanging Leg Raise;1;13;0.0;0.0
﻿2026-06-20;Brzuch;Hanging Leg Raise;2;14;0.0;0.0
﻿2026-06-20;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;0;12;42.75;59.8
﻿2026-06-20;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;1;11;44.5;60.8
﻿2026-06-20;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;2;11;44.5;60.8
﻿2026-06-19;Barki;Overhead Press (Smith Machine);0;11;62.5;85.4
﻿2026-06-19;Barki;Overhead Press (Smith Machine);1;9;67.5;87.8
﻿2026-06-19;Barki;Overhead Press (Smith Machine);2;6;72.5;87.0
﻿2026-06-19;Barki;Overhead Press (Smith Machine);3;4;77.5;87.8
﻿2026-06-19;Barki;Lateral Raise (Dumbbell);0;14;15.0;22.0
﻿2026-06-19;Barki;Lateral Raise (Dumbbell);1;9;17.5;22.8
﻿2026-06-19;Barki;Single Arm Lateral Raise (Cable);0;9;10.0;13.0
﻿2026-06-19;Barki;Single Arm Lateral Raise (Cable);1;6;11.25;13.5
﻿2026-06-19;Barki;Face Pull;0;12;27.5;38.5
﻿2026-06-19;Barki;Face Pull;1;12;27.5;38.5
﻿2026-06-19;Barki;Face Pull;2;10;28.75;38.3
﻿2026-06-19;Barki;Face Pull;3;10;28.75;38.3
﻿2026-06-19;Biceps;Preacher Curl (Machine);0;8;51.25;64.9
﻿2026-06-19;Biceps;Preacher Curl (Machine);1;6;53.75;64.5
﻿2026-06-19;Biceps;Preacher Curl (Machine);2;5;56.25;65.6
﻿2026-06-19;Triceps;Skullcrusher (Barbell);0;8;49.0;62.1
﻿2026-06-19;Triceps;Skullcrusher (Barbell);1;6;51.5;61.8
﻿2026-06-19;Triceps;Skullcrusher (Barbell);2;6;51.5;61.8
﻿2026-06-19;Biceps;Seated Incline Curl (Dumbbell);0;10;17.5;23.3
﻿2026-06-19;Biceps;Seated Incline Curl (Dumbbell);1;6;20.0;24.0
﻿2026-06-19;Biceps;Seated Incline Curl (Dumbbell);2;5;20.0;23.3
﻿2026-06-19;Triceps;Triceps Rope Pushdown;0;10;30.0;40.0
﻿2026-06-19;Triceps;Triceps Rope Pushdown;1;8;32.5;41.2
﻿2026-06-19;Triceps;Triceps Rope Pushdown;2;6;35.0;42.0
﻿2026-06-19;Biceps;Hammer Curl (Cable);0;9;37.5;48.8
﻿2026-06-19;Triceps;Single Arm Triceps Pushdown (Cable);0;8;15.0;19.0
﻿2026-06-18;Klatka;Bench Press (Barbell) Hipertrofia;0;11;92.5;126.4
﻿2026-06-18;Klatka;Bench Press (Barbell) Hipertrofia;1;9;95.0;123.5
﻿2026-06-18;Klatka;Bench Press (Barbell) Hipertrofia;2;8;97.5;123.5
﻿2026-06-18;Plecy;Lat Pulldown (Cable);0;12;89.0;124.6
﻿2026-06-18;Plecy;Lat Pulldown (Cable);1;10;92.5;123.3
﻿2026-06-18;Plecy;Lat Pulldown (Cable);2;8;96.0;121.6
﻿2026-06-18;Plecy;Lat Pulldown (Cable);3;7;99.5;122.7
﻿2026-06-18;Klatka;Incline Chest Press (Machine);0;10;105.0;140.0
﻿2026-06-18;Klatka;Incline Chest Press (Machine);1;9;110.0;143.0
﻿2026-06-18;Klatka;Incline Chest Press (Machine);2;7;115.0;141.8
﻿2026-06-18;Klatka;Incline Chest Press (Machine);3;5;120.0;140.0
﻿2026-06-18;Plecy;Iso-Lateral High Row (Machine);0;10;110.0;146.7
﻿2026-06-18;Plecy;Iso-Lateral High Row (Machine);1;10;120.0;160.0
﻿2026-06-18;Plecy;Iso-Lateral High Row (Machine);2;10;130.0;173.3
﻿2026-06-18;Klatka;Butterfly (Pec Deck);0;11;108.0;147.6
﻿2026-06-18;Klatka;Butterfly (Pec Deck);1;9;110.0;143.0
﻿2026-06-18;Klatka;Butterfly (Pec Deck);2;7;112.5;138.8
﻿2026-06-18;Plecy;Pullover (Machine);0;12;90.0;126.0
﻿2026-06-18;Plecy;Pullover (Machine);1;11;95.0;129.8
﻿2026-06-18;Plecy;Pullover (Machine);2;10;100.0;133.3
﻿2026-06-17;Cardio;Treadmill;0;0;0.0;0.0
﻿2026-06-16;Rozgrzewka;Warm Up;0;0;0.0;0.0
﻿2026-06-16;Nogi;Front Squat;0;5;102.5;119.6
﻿2026-06-16;Nogi;Front Squat;1;4;107.5;121.8
﻿2026-06-16;Nogi;Front Squat;2;3;112.5;123.8
﻿2026-06-16;Nogi;Romanian Deadlift (Barbell);0;9;127.5;165.8
﻿2026-06-16;Nogi;Romanian Deadlift (Barbell);1;7;137.5;169.6
﻿2026-06-16;Nogi;Romanian Deadlift (Barbell);2;4;150.0;170.0
﻿2026-06-16;Nogi;Hack Squat (Machine);0;8;130.0;164.7
﻿2026-06-16;Nogi;Hack Squat (Machine);1;7;137.5;169.6
﻿2026-06-16;Nogi;Hack Squat (Machine);2;5;142.5;166.2
﻿2026-06-16;Nogi;Leg Extension (Machine);0;11;82.5;112.8
﻿2026-06-16;Nogi;Leg Extension (Machine);1;10;85.0;113.3
﻿2026-06-16;Nogi;Leg Extension (Machine);2;10;87.5;116.7
﻿2026-06-16;Nogi;Lying Leg Curl (Machine);0;10;52.5;70.0
﻿2026-06-16;Nogi;Lying Leg Curl (Machine);1;8;55.0;69.7
﻿2026-06-16;Nogi;Lying Leg Curl (Machine);2;8;55.0;69.7
﻿2026-06-16;Nogi;Hip Adduction (Machine);0;10;100.0;133.3
﻿2026-06-16;Nogi;Hip Adduction (Machine);1;10;100.0;133.3
﻿2026-06-16;Brzuch;Cable Crunch;0;13;50.0;71.7
﻿2026-06-16;Brzuch;Cable Crunch;1;12;51.25;71.8
﻿2026-06-16;Brzuch;Cable Crunch;2;10;52.5;70.0
﻿2026-06-16;Brzuch;Cable Core Pallof Press;0;9;20.0;26.0
﻿2026-06-16;Brzuch;Cable Core Pallof Press;1;8;21.25;26.9
﻿2026-06-15;Klatka;Bench Press (Barbell);0;7;100.0;123.3
﻿2026-06-15;Klatka;Bench Press (Barbell);1;8;100.0;126.7
﻿2026-06-15;Klatka;Bench Press (Barbell);2;5;102.5;119.6
﻿2026-06-15;Klatka;Bench Press (Barbell);3;5;102.5;119.6
﻿2026-06-15;Plecy;Pull Up;0;9;0.0;0.0
﻿2026-06-15;Plecy;Pull Up;1;8;0.0;0.0
﻿2026-06-15;Plecy;Pull Up;2;8;0.0;0.0
﻿2026-06-15;Plecy;Pull Up;3;8;0.0;0.0
﻿2026-06-15;Klatka;Incline Bench Press (Smith Machine);0;11;75.0;102.5
﻿2026-06-15;Klatka;Incline Bench Press (Smith Machine);1;7;80.0;98.7
﻿2026-06-15;Klatka;Incline Bench Press (Smith Machine);2;6;82.5;99.0
﻿2026-06-15;Plecy;Dumbbell Row;0;10;55.0;73.3
﻿2026-06-15;Plecy;Dumbbell Row;1;11;55.0;75.2
﻿2026-06-15;Plecy;Dumbbell Row;2;12;55.0;77.0
﻿2026-06-15;Klatka;Low Cable Fly Crossovers;0;10;16.25;21.7
﻿2026-06-15;Klatka;Low Cable Fly Crossovers;1;10;16.25;21.7
﻿2026-06-15;Klatka;Low Cable Fly Crossovers;2;7;17.5;21.6
﻿2026-06-15;Plecy;Single Arm Cable Row;0;10;47.5;63.3
﻿2026-06-15;Plecy;Single Arm Cable Row;1;9;50.0;65.0
﻿2026-06-15;Plecy;Single Arm Cable Row;2;8;51.25;64.9
﻿2026-06-15;Biceps;Bicep Curl (Cable);0;9;32.5;42.2
﻿2026-06-15;Biceps;Bicep Curl (Cable);1;8;33.75;42.8
﻿2026-06-15;Triceps;Triceps Rope Pushdown;0;8;32.5;41.2
﻿2026-06-15;Triceps;Triceps Rope Pushdown;1;7;33.75;41.6
﻿2026-06-15;Barki;Lateral Raise (Machine);0;9;60.0;78.0
﻿2026-06-15;Barki;Lateral Raise (Machine);1;9;60.0;78.0
﻿2026-06-15;Barki;Rear Delt Reverse Fly (Machine);0;11;22.5;30.8
﻿2026-06-15;Barki;Rear Delt Reverse Fly (Machine);1;11;22.5;30.8
﻿2026-06-13;Nogi;Pendulum Squat (Machine);0;10;104.2;138.9
﻿2026-06-13;Nogi;Pendulum Squat (Machine);1;8;109.2;138.3
﻿2026-06-13;Nogi;Pendulum Squat (Machine);2;6;114.2;137.0
﻿2026-06-13;Nogi;Single Leg Press (Machine);0;8;118.0;149.5
﻿2026-06-13;Nogi;Single Leg Press (Machine);1;8;128.0;162.1
﻿2026-06-13;Nogi;Single Leg Press (Machine);2;8;138.0;174.8
﻿2026-06-13;Nogi;Single Leg Extensions;0;8;35.55;45.0
﻿2026-06-13;Nogi;Single Leg Extensions;1;7;36.8;45.4
﻿2026-06-13;Nogi;Single Leg Extensions;2;6;38.05;45.7
﻿2026-06-13;Nogi;Standing Leg Curls;0;10;38.6;51.5
﻿2026-06-13;Nogi;Standing Leg Curls;1;8;41.1;52.1
﻿2026-06-13;Nogi;Standing Leg Curls;2;6;43.6;52.3
﻿2026-06-13;Brzuch;Hanging Leg Raise;0;13;0.0;0.0
﻿2026-06-13;Brzuch;Hanging Leg Raise;1;13;0.0;0.0
﻿2026-06-13;Brzuch;Hanging Leg Raise;2;12;0.0;0.0
﻿2026-06-13;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;0;11;42.75;58.4
﻿2026-06-13;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;1;11;42.75;58.4
﻿2026-06-13;Brzuch;Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm;2;10;44.5;59.3
﻿2026-06-12;Barki;Overhead Press (Smith Machine);0;10;62.5;83.3
﻿2026-06-12;Barki;Overhead Press (Smith Machine);1;8;67.5;85.5
﻿2026-06-12;Barki;Overhead Press (Smith Machine);2;6;72.5;87.0
﻿2026-06-12;Barki;Overhead Press (Smith Machine);3;3;77.5;85.2
