"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Bench Press (Barbell)",,"",0,"normal",97.5,7,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Bench Press (Barbell)",,"",1,"normal",100,5,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Bench Press (Barbell)",,"",2,"normal",102.5,4,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Bench Press (Barbell)",,"",3,"normal",105,3,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Pull Up (Weighted)",,"",0,"normal",10,10,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Pull Up (Weighted)",,"",1,"normal",12.5,7,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Pull Up (Weighted)",,"",2,"failure",15,7,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Pull Up (Weighted)",,"",3,"failure",17.5,6,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Incline Bench Press (Smith Machine)",,"Wymiana jednego powtorzenia, na jeden kilogram wiecej. Nie wiem czy to sie oplacalo.",0,"failure",81,7,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Incline Bench Press (Smith Machine)",,"Wymiana jednego powtorzenia, na jeden kilogram wiecej. Nie wiem czy to sie oplacalo.",1,"failure",86,4,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Incline Bench Press (Smith Machine)",,"Wymiana jednego powtorzenia, na jeden kilogram wiecej. Nie wiem czy to sie oplacalo.",2,"failure",68.5,11,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Seated Cable Row - Bar Wide Grip",,"",0,"normal",70,15,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Seated Cable Row - Bar Wide Grip",,"",1,"failure",77.5,12,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Seated Cable Row - Bar Wide Grip",,"",2,"failure",82.5,10,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Incline Bench Cable Flyes- Wyciąg Leżąc",,"",0,"normal",13,12,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Incline Bench Cable Flyes- Wyciąg Leżąc",,"",1,"normal",14.25,10,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Incline Bench Cable Flyes- Wyciąg Leżąc",,"",2,"failure",15.5,8,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Single Arm Cable Row Wysoko",,"",0,"normal",45,10,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Single Arm Cable Row Wysoko",,"",1,"normal",46.25,9,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Single Arm Cable Row Wysoko",,"",2,"failure",47.5,8,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Lateral Raise (Machine)",,"",0,"failure",67.5,5,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Lateral Raise (Machine)",,"",1,"failure",50,12,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",30,6,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Rear Delt Reverse Fly (Machine)",,"",1,"failure",22.5,11,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Bicep Curl (Cable)",0,"",0,"normal",30,9,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Bicep Curl (Cable)",0,"",1,"failure",30,10,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Triceps Rope Pushdown",0,"",0,"normal",38.75,6,,,
"Poniedziałek - Góra","14 Sep 2026, 18:55","14 Sep 2026, 21:31","","Triceps Rope Pushdown",0,"",1,"failure",30,11,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","12 Sep 2026, 13:51","12 Sep 2026, 15:02","Bocian","Hack Squat (Machine) Kapelanka",,"",0,"normal",162,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","12 Sep 2026, 13:51","12 Sep 2026, 15:02","Bocian","Hack Squat (Machine) Kapelanka",,"",1,"normal",164.5,9,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","12 Sep 2026, 13:51","12 Sep 2026, 15:02","Bocian","Hack Squat (Machine) Kapelanka",,"",2,"normal",167,8,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","12 Sep 2026, 13:51","12 Sep 2026, 15:02","Bocian","Leg Extension (Machine) Kapelanka",0,"",0,"normal",108,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","12 Sep 2026, 13:51","12 Sep 2026, 15:02","Bocian","Leg Extension (Machine) Kapelanka",0,"",1,"normal",110,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","12 Sep 2026, 13:51","12 Sep 2026, 15:02","Bocian","Leg Extension (Machine) Kapelanka",0,"",2,"normal",112.5,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","12 Sep 2026, 13:51","12 Sep 2026, 15:02","Bocian","Lying Leg Curl (Machine) Kapelanka",0,"",0,"normal",79,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","12 Sep 2026, 13:51","12 Sep 2026, 15:02","Bocian","Lying Leg Curl (Machine) Kapelanka",0,"",1,"normal",81,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","12 Sep 2026, 13:51","12 Sep 2026, 15:02","Bocian","Lying Leg Curl (Machine) Kapelanka",0,"",2,"normal",83.5,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","12 Sep 2026, 13:51","12 Sep 2026, 15:02","Bocian","Leg Raise Parallel Bars",,"",0,"normal",,21,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","12 Sep 2026, 13:51","12 Sep 2026, 15:02","Bocian","Leg Raise Parallel Bars",,"",1,"normal",,19,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","12 Sep 2026, 13:51","12 Sep 2026, 15:02","Bocian","Leg Raise Parallel Bars",,"",2,"normal",,17,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","12 Sep 2026, 13:51","12 Sep 2026, 15:02","Bocian","Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm",,"",0,"normal",48.25,13,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","12 Sep 2026, 13:51","12 Sep 2026, 15:02","Bocian","Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm",,"",1,"normal",48.75,12,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","12 Sep 2026, 13:51","12 Sep 2026, 15:02","Bocian","Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm",,"",2,"normal",49.25,11,,,
"Szybkie ramiona","11 Sep 2026, 18:50","11 Sep 2026, 19:51","","Shoulder Press (Dumbbell)",,"",0,"normal",60,10,,,
"Szybkie ramiona","11 Sep 2026, 18:50","11 Sep 2026, 19:51","","Shoulder Press (Dumbbell)",,"",1,"normal",65,8,,,
"Szybkie ramiona","11 Sep 2026, 18:50","11 Sep 2026, 19:51","","Shoulder Press (Dumbbell)",,"",2,"normal",65,7,,,
"Szybkie ramiona","11 Sep 2026, 18:50","11 Sep 2026, 19:51","","Seated Lateral Raise (Dumbbell)",,"",0,"normal",20,15,,,
"Szybkie ramiona","11 Sep 2026, 18:50","11 Sep 2026, 19:51","","Seated Lateral Raise (Dumbbell)",,"",1,"normal",25,10,,,
"Szybkie ramiona","11 Sep 2026, 18:50","11 Sep 2026, 19:51","","Seated Lateral Raise (Dumbbell)",,"",2,"failure",25,12,,,
"Szybkie ramiona","11 Sep 2026, 18:50","11 Sep 2026, 19:51","","Rear Delt Reverse Fly (Cable)",,"",0,"normal",7.5,12,,,
"Szybkie ramiona","11 Sep 2026, 18:50","11 Sep 2026, 19:51","","Rear Delt Reverse Fly (Cable)",,"",1,"normal",7.5,12,,,
"Szybkie ramiona","11 Sep 2026, 18:50","11 Sep 2026, 19:51","","Rear Delt Reverse Fly (Cable)",,"",2,"normal",8.75,11,,,
"Szybkie ramiona","11 Sep 2026, 18:50","11 Sep 2026, 19:51","","EZ Bar Biceps Curl",,"",0,"normal",30,12,,,
"Szybkie ramiona","11 Sep 2026, 18:50","11 Sep 2026, 19:51","","EZ Bar Biceps Curl",,"",1,"normal",35,10,,,
"Szybkie ramiona","11 Sep 2026, 18:50","11 Sep 2026, 19:51","","EZ Bar Biceps Curl",,"",2,"normal",40,8,,,
"Szybkie ramiona","11 Sep 2026, 18:50","11 Sep 2026, 19:51","","Triceps Pushdown (Chwyt Powyginany)",,"",0,"normal",35,12,,,
"Szybkie ramiona","11 Sep 2026, 18:50","11 Sep 2026, 19:51","","Triceps Pushdown (Chwyt Powyginany)",,"",1,"normal",40,10,,,
"Szybkie ramiona","11 Sep 2026, 18:50","11 Sep 2026, 19:51","","Triceps Pushdown (Chwyt Powyginany)",,"",2,"normal",45,8,,,
"Szybkie ramiona","11 Sep 2026, 18:50","11 Sep 2026, 19:51","","Hammer Curl (Dumbbell)",,"",0,"normal",15,10,,,
"Szybkie ramiona","11 Sep 2026, 18:50","11 Sep 2026, 19:51","","Hammer Curl (Dumbbell)",,"",1,"normal",15,12,,,
"Szybkie ramiona","11 Sep 2026, 18:50","11 Sep 2026, 19:51","","Overhead Triceps Extension (Cable)",,"",0,"normal",25,9,,,
"Szybkie ramiona","11 Sep 2026, 18:50","11 Sep 2026, 19:51","","Overhead Triceps Extension (Cable)",,"",1,"normal",25,9,,,
"Czwartek - Góra - Hiperchujnia","10 Sep 2026, 18:35","10 Sep 2026, 20:29","","Feet Up Bench Press (Barbell)",,"",0,"normal",92,9,,,
"Czwartek - Góra - Hiperchujnia","10 Sep 2026, 18:35","10 Sep 2026, 20:29","","Feet Up Bench Press (Barbell)",,"",1,"normal",94.5,7,,,
"Czwartek - Góra - Hiperchujnia","10 Sep 2026, 18:35","10 Sep 2026, 20:29","","Feet Up Bench Press (Barbell)",,"",2,"failure",97,4,,,
"Czwartek - Góra - Hiperchujnia","10 Sep 2026, 18:35","10 Sep 2026, 20:29","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",106.5,11,,,
"Czwartek - Góra - Hiperchujnia","10 Sep 2026, 18:35","10 Sep 2026, 20:29","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",110,9,,,
"Czwartek - Góra - Hiperchujnia","10 Sep 2026, 18:35","10 Sep 2026, 20:29","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",113.5,7,,,
"Czwartek - Góra - Hiperchujnia","10 Sep 2026, 18:35","10 Sep 2026, 20:29","","Lat Pulldown - Close Grip (Cable)",,"",3,"failure",87,12,,,
"Czwartek - Góra - Hiperchujnia","10 Sep 2026, 18:35","10 Sep 2026, 20:29","","Incline Chest Press (Machine)",,"",0,"normal",115,8,,,
"Czwartek - Góra - Hiperchujnia","10 Sep 2026, 18:35","10 Sep 2026, 20:29","","Incline Chest Press (Machine)",,"",1,"normal",117.5,7,,,
"Czwartek - Góra - Hiperchujnia","10 Sep 2026, 18:35","10 Sep 2026, 20:29","","Incline Chest Press (Machine)",,"",2,"normal",120,6,,,
"Czwartek - Góra - Hiperchujnia","10 Sep 2026, 18:35","10 Sep 2026, 20:29","","Incline Chest Press (Machine)",,"",3,"failure",92,12,,,
"Czwartek - Góra - Hiperchujnia","10 Sep 2026, 18:35","10 Sep 2026, 20:29","","Iso-Lateral High Row (Machine)",,"",0,"normal",157.5,10,,,
"Czwartek - Góra - Hiperchujnia","10 Sep 2026, 18:35","10 Sep 2026, 20:29","","Iso-Lateral High Row (Machine)",,"",1,"normal",167.5,8,,,
"Czwartek - Góra - Hiperchujnia","10 Sep 2026, 18:35","10 Sep 2026, 20:29","","Iso-Lateral High Row (Machine)",,"",2,"failure",127.5,15,,,
"Czwartek - Góra - Hiperchujnia","10 Sep 2026, 18:35","10 Sep 2026, 20:29","","Butterfly (Pec Deck)",,"",0,"normal",117,10,,,
"Czwartek - Góra - Hiperchujnia","10 Sep 2026, 18:35","10 Sep 2026, 20:29","","Butterfly (Pec Deck)",,"",1,"normal",119.5,8,,,
"Czwartek - Góra - Hiperchujnia","10 Sep 2026, 18:35","10 Sep 2026, 20:29","","Butterfly (Pec Deck)",,"",2,"failure",90,11,,,
"Czwartek - Góra - Hiperchujnia","10 Sep 2026, 18:35","10 Sep 2026, 20:29","","Pullover (Machine)",,"",0,"normal",117.5,12,,,
"Czwartek - Góra - Hiperchujnia","10 Sep 2026, 18:35","10 Sep 2026, 20:29","","Pullover (Machine)",,"",1,"normal",122.5,9,,,
"Czwartek - Góra - Hiperchujnia","10 Sep 2026, 18:35","10 Sep 2026, 20:29","","Pullover (Machine)",,"",2,"normal",127.5,7,,,
"Środa - Dzień cardio","9 Sep 2026, 16:24","9 Sep 2026, 17:24","","Treadmill",,"",0,"normal",,,4.7,3600,
"Wtorek - Dół","8 Sep 2026, 19:07","8 Sep 2026, 21:44","","Warm Up",,"",0,"normal",,,,1080,
"Wtorek - Dół","8 Sep 2026, 19:07","8 Sep 2026, 21:44","","Front Squat",,"Brak sily, brak stabilizacji dzisiaj, bardzo nieudane przysiady.",0,"failure",110,3,,,
"Wtorek - Dół","8 Sep 2026, 19:07","8 Sep 2026, 21:44","","Front Squat",,"Brak sily, brak stabilizacji dzisiaj, bardzo nieudane przysiady.",1,"normal",110,4,,,
"Wtorek - Dół","8 Sep 2026, 19:07","8 Sep 2026, 21:44","","Front Squat",,"Brak sily, brak stabilizacji dzisiaj, bardzo nieudane przysiady.",2,"failure",115,2,,,
"Wtorek - Dół","8 Sep 2026, 19:07","8 Sep 2026, 21:44","","Romanian Deadlift (Barbell)",,"",0,"normal",141,7,,,
"Wtorek - Dół","8 Sep 2026, 19:07","8 Sep 2026, 21:44","","Romanian Deadlift (Barbell)",,"",1,"normal",151,6,,,
"Wtorek - Dół","8 Sep 2026, 19:07","8 Sep 2026, 21:44","","Romanian Deadlift (Barbell)",,"",2,"normal",161,5,,,
"Wtorek - Dół","8 Sep 2026, 19:07","8 Sep 2026, 21:44","","Belt Squat (Machine)",,"",0,"normal",210,12,,,
"Wtorek - Dół","8 Sep 2026, 19:07","8 Sep 2026, 21:44","","Belt Squat (Machine)",,"",1,"normal",220,11,,,
"Wtorek - Dół","8 Sep 2026, 19:07","8 Sep 2026, 21:44","","Belt Squat (Machine)",,"",2,"normal",230,10,,,
"Wtorek - Dół","8 Sep 2026, 19:07","8 Sep 2026, 21:44","","Leg Extension (Machine)",0,"",0,"normal",110,11,,,
"Wtorek - Dół","8 Sep 2026, 19:07","8 Sep 2026, 21:44","","Leg Extension (Machine)",0,"",1,"normal",112.5,10,,,
"Wtorek - Dół","8 Sep 2026, 19:07","8 Sep 2026, 21:44","","Leg Extension (Machine)",0,"",2,"failure",85,12,,,
"Wtorek - Dół","8 Sep 2026, 19:07","8 Sep 2026, 21:44","","Seated Leg Curl (Machine)",0,"",0,"normal",82.5,10,,,
"Wtorek - Dół","8 Sep 2026, 19:07","8 Sep 2026, 21:44","","Seated Leg Curl (Machine)",0,"",1,"normal",87.5,8,,,
"Wtorek - Dół","8 Sep 2026, 19:07","8 Sep 2026, 21:44","","Seated Leg Curl (Machine)",0,"",2,"failure",67.5,14,,,
"Wtorek - Dół","8 Sep 2026, 19:07","8 Sep 2026, 21:44","","Hip Adduction (Machine)",,"",0,"normal",100,15,,,
"Wtorek - Dół","8 Sep 2026, 19:07","8 Sep 2026, 21:44","","Hip Adduction (Machine)",,"",1,"failure",100.5,15,,,
"Wtorek - Dół","8 Sep 2026, 19:07","8 Sep 2026, 21:44","","Cable Crunch",,"",0,"normal",60,8,,,
"Wtorek - Dół","8 Sep 2026, 19:07","8 Sep 2026, 21:44","","Cable Crunch",,"",1,"normal",58.75,13,,,
"Wtorek - Dół","8 Sep 2026, 19:07","8 Sep 2026, 21:44","","Cable Crunch",,"",2,"failure",47.5,18,,,
"Wtorek - Dół","8 Sep 2026, 19:07","8 Sep 2026, 21:44","","Cable Core Pallof Press",,"",0,"normal",31.5,7,,,
"Wtorek - Dół","8 Sep 2026, 19:07","8 Sep 2026, 21:44","","Cable Core Pallof Press",,"",1,"failure",24,10,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Bench Press (Barbell)",,"",0,"normal",97.5,7,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Bench Press (Barbell)",,"",1,"normal",100,5,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Bench Press (Barbell)",,"",2,"normal",102.5,4,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Bench Press (Barbell)",,"",3,"normal",105,3,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Pull Up (Weighted)",,"",0,"normal",10,10,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Pull Up (Weighted)",,"",1,"normal",12.5,7,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Pull Up (Weighted)",,"",2,"normal",15,6,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Pull Up (Weighted)",,"",3,"failure",17.5,5,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Incline Bench Press (Smith Machine)",,"",0,"normal",80,8,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Incline Bench Press (Smith Machine)",,"",1,"normal",85,5,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Incline Bench Press (Smith Machine)",,"",2,"failure",67.5,12,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Seated Cable Row - Bar Wide Grip",,"Wjezdza na srodke pleca",0,"normal",60,15,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Seated Cable Row - Bar Wide Grip",,"Wjezdza na srodke pleca",1,"normal",70,12,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Seated Cable Row - Bar Wide Grip",,"Wjezdza na srodke pleca",2,"failure",80,10,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Incline Bench Cable Flyes- Wyciąg Leżąc",,"GOAT Cwiczenie",0,"normal",12.5,12,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Incline Bench Cable Flyes- Wyciąg Leżąc",,"GOAT Cwiczenie",1,"normal",13.75,10,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Incline Bench Cable Flyes- Wyciąg Leżąc",,"GOAT Cwiczenie",2,"failure",15,8,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Single Arm Cable Row Wysoko",,"",0,"normal",45,8,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Single Arm Cable Row Wysoko",,"",1,"normal",45,9,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Single Arm Cable Row Wysoko",,"",2,"failure",45,10,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Lateral Raise (Machine)",,"",0,"normal",67.5,6,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Lateral Raise (Machine)",,"",1,"failure",50,13,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",30,7,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Rear Delt Reverse Fly (Machine)",,"",1,"failure",22.5,13,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Bicep Curl (Cable)",0,"",0,"normal",38.75,7,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Bicep Curl (Cable)",0,"",1,"failure",30,11,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Triceps Rope Pushdown",0,"",0,"normal",38.75,8,,,
"Poniedziałek - Góra","7 Sep 2026, 19:01","7 Sep 2026, 21:21","","Triceps Rope Pushdown",0,"",1,"failure",30,11,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","5 Sep 2026, 14:55","5 Sep 2026, 16:20","","Hack Squat (Machine) Kapelanka",,"",0,"normal",159.5,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","5 Sep 2026, 14:55","5 Sep 2026, 16:20","","Hack Squat (Machine) Kapelanka",,"",1,"normal",162,9,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","5 Sep 2026, 14:55","5 Sep 2026, 16:20","","Hack Squat (Machine) Kapelanka",,"",2,"normal",164.5,8,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","5 Sep 2026, 14:55","5 Sep 2026, 16:20","","Leg Extension (Machine) Kapelanka",0,"",0,"normal",105.5,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","5 Sep 2026, 14:55","5 Sep 2026, 16:20","","Leg Extension (Machine) Kapelanka",0,"",1,"normal",108,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","5 Sep 2026, 14:55","5 Sep 2026, 16:20","","Leg Extension (Machine) Kapelanka",0,"",2,"normal",110,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","5 Sep 2026, 14:55","5 Sep 2026, 16:20","","Lying Leg Curl (Machine) Kapelanka",0,"",0,"normal",76.5,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","5 Sep 2026, 14:55","5 Sep 2026, 16:20","","Lying Leg Curl (Machine) Kapelanka",0,"",1,"normal",79,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","5 Sep 2026, 14:55","5 Sep 2026, 16:20","","Lying Leg Curl (Machine) Kapelanka",0,"",2,"normal",81,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","5 Sep 2026, 14:55","5 Sep 2026, 16:20","","Leg Raise Parallel Bars",,"",0,"normal",,20,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","5 Sep 2026, 14:55","5 Sep 2026, 16:20","","Leg Raise Parallel Bars",,"",1,"normal",,18,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","5 Sep 2026, 14:55","5 Sep 2026, 16:20","","Leg Raise Parallel Bars",,"",2,"normal",,16,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","5 Sep 2026, 14:55","5 Sep 2026, 16:20","","Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm",,"",0,"normal",47.25,13,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","5 Sep 2026, 14:55","5 Sep 2026, 16:20","","Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm",,"",1,"normal",47.75,12,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","5 Sep 2026, 14:55","5 Sep 2026, 16:20","","Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm",,"",2,"normal",48.25,12,,,
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Overhead Press (Smith Machine)",,"",0,"normal",72.5,8,,,
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Overhead Press (Smith Machine)",,"",1,"normal",77.5,6,,,
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Overhead Press (Smith Machine)",,"",2,"failure",82.5,3,,,
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Overhead Press (Smith Machine)",,"",3,"failure",62.5,11,,,
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Lateral Raise (Dumbbell)",,"Troche egifting w drugiej serii, ale chuj trzeba probowac.",0,"normal",17.5,14,,,
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Lateral Raise (Dumbbell)",,"Troche egifting w drugiej serii, ale chuj trzeba probowac.",1,"failure",20,9,,,
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Single Arm Lateral Raise (Cable)",,"",0,"normal",11.25,12,,,
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Single Arm Lateral Raise (Cable)",,"",1,"normal",12.5,7,,,
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Face Pull",,"",0,"normal",38.75,13,,,
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Face Pull",,"",1,"normal",40,12,,,
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Face Pull",,"",2,"normal",41.25,11,,,
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Face Pull",,"",3,"failure",32.5,20,,,
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Preacher Curl (Machine)",,"",0,"normal",57.5,8,,,
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Preacher Curl (Machine)",,"",1,"normal",60,6,,,
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Preacher Curl (Machine)",,"",2,"failure",46.25,8,,,
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Skullcrusher (Dumbbell)",,"",0,"normal",20,10,,,
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Skullcrusher (Dumbbell)",,"",1,"normal",22.5,6,,,
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Skullcrusher (Dumbbell)",,"",2,"failure",17.5,13,,,
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Seated Incline Curl (Dumbbell)",0,"",0,"normal",20,10,,,
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Seated Incline Curl (Dumbbell)",0,"",1,"failure",15,12,,,
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Triceps Pushdown V-Grip",0,"",0,"normal",50,7,,,
