"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Wtorek - Dół","2 Jun 2026, 19:02","2 Jun 2026, 20:44","","Hack Squat (Machine)",,"",1,"normal",135,8,,,
"Wtorek - Dół","2 Jun 2026, 19:02","2 Jun 2026, 20:44","","Hack Squat (Machine)",,"",2,"normal",137.5,6,,,
"Wtorek - Dół","2 Jun 2026, 19:02","2 Jun 2026, 20:44","","Leg Extension (Machine)",,"",0,"normal",77.5,10,,,
"Wtorek - Dół","2 Jun 2026, 19:02","2 Jun 2026, 20:44","","Leg Extension (Machine)",,"",1,"normal",80,10,,,
"Wtorek - Dół","2 Jun 2026, 19:02","2 Jun 2026, 20:44","","Leg Extension (Machine)",,"",2,"normal",82.5,10,,,
"Wtorek - Dół","2 Jun 2026, 19:02","2 Jun 2026, 20:44","","Lying Leg Curl (Machine)",,"",0,"normal",47.5,11,,,
"Wtorek - Dół","2 Jun 2026, 19:02","2 Jun 2026, 20:44","","Lying Leg Curl (Machine)",,"",1,"normal",50,10,,,
"Wtorek - Dół","2 Jun 2026, 19:02","2 Jun 2026, 20:44","","Lying Leg Curl (Machine)",,"",2,"normal",52.5,8,,,
"Wtorek - Dół","2 Jun 2026, 19:02","2 Jun 2026, 20:44","","Hip Adduction (Machine)",,"",0,"normal",95,10,,,
"Wtorek - Dół","2 Jun 2026, 19:02","2 Jun 2026, 20:44","","Hip Adduction (Machine)",,"",1,"normal",100,9,,,
"Wtorek - Dół","2 Jun 2026, 19:02","2 Jun 2026, 20:44","","Cable Crunch",,"",0,"normal",50,11,,,
"Wtorek - Dół","2 Jun 2026, 19:02","2 Jun 2026, 20:44","","Cable Crunch",,"",1,"normal",51.25,10,,,
"Wtorek - Dół","2 Jun 2026, 19:02","2 Jun 2026, 20:44","","Cable Crunch",,"",2,"normal",52.5,9,,,
"Wtorek - Dół","2 Jun 2026, 19:02","2 Jun 2026, 20:44","","Cable Core Pallof Press",,"",0,"normal",18.75,9,,,
"Wtorek - Dół","2 Jun 2026, 19:02","2 Jun 2026, 20:44","","Cable Core Pallof Press",,"",1,"normal",20,8,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Bench Press (Barbell)",,"",0,"normal",97.5,8,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Bench Press (Barbell)",,"",1,"normal",100,7,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Bench Press (Barbell)",,"",2,"normal",102.5,6,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Bench Press (Barbell)",,"",3,"normal",102.5,5,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Pull Up",,"",0,"normal",,8,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Pull Up",,"",1,"normal",,7,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Pull Up",,"",2,"normal",,7,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Pull Up",,"",3,"normal",,6,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Incline Bench Press (Smith Machine)",,"Bez gryfu liczymy",0,"normal",70,12,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Incline Bench Press (Smith Machine)",,"Bez gryfu liczymy",1,"normal",80,6,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Incline Bench Press (Smith Machine)",,"Bez gryfu liczymy",2,"normal",80,5,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Dumbbell Row",,"",0,"normal",50,12,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Dumbbell Row",,"",1,"normal",50,12,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Dumbbell Row",,"",2,"normal",50,13,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Low Cable Fly Crossovers",,"",0,"normal",15,11,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Low Cable Fly Crossovers",,"",1,"normal",15,10,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Low Cable Fly Crossovers",,"",2,"normal",15,10,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Single Arm Cable Row",,"",0,"normal",45,10,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Single Arm Cable Row",,"",1,"normal",47.5,9,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Single Arm Cable Row",,"",2,"normal",50,8,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Bicep Curl (Cable)",0,"",0,"normal",31.25,9,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Bicep Curl (Cable)",0,"",1,"normal",31.25,9,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Triceps Rope Pushdown",0,"",0,"normal",31.25,9,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Triceps Rope Pushdown",0,"",1,"normal",31.25,9,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Lateral Raise (Machine)",,"",0,"normal",57.5,10,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Lateral Raise (Machine)",,"",1,"normal",60,8,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",20,13,,,
"Poniedziałek - Góra","1 Jun 2026, 18:57","1 Jun 2026, 21:20","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",22.5,10,,,
"Sobota - Nogi - Hipertrofia","30 May 2026, 16:04","30 May 2026, 17:26","","Pendulum Squat (Machine)",,"",0,"normal",101.7,10,,,
"Sobota - Nogi - Hipertrofia","30 May 2026, 16:04","30 May 2026, 17:26","","Pendulum Squat (Machine)",,"",1,"normal",106.7,8,,,
"Sobota - Nogi - Hipertrofia","30 May 2026, 16:04","30 May 2026, 17:26","","Pendulum Squat (Machine)",,"",2,"normal",111.7,6,,,
"Sobota - Nogi - Hipertrofia","30 May 2026, 16:04","30 May 2026, 17:26","","Single Leg Press (Machine)",,"",0,"normal",113,8,,,
"Sobota - Nogi - Hipertrofia","30 May 2026, 16:04","30 May 2026, 17:26","","Single Leg Press (Machine)",,"",1,"normal",123,8,,,
"Sobota - Nogi - Hipertrofia","30 May 2026, 16:04","30 May 2026, 17:26","","Single Leg Press (Machine)",,"",2,"normal",133,8,,,
"Sobota - Nogi - Hipertrofia","30 May 2026, 16:04","30 May 2026, 17:26","","Single Leg Extensions",,"",0,"normal",33.05,8,,,
"Sobota - Nogi - Hipertrofia","30 May 2026, 16:04","30 May 2026, 17:26","","Single Leg Extensions",,"",1,"normal",35.55,7,,,
"Sobota - Nogi - Hipertrofia","30 May 2026, 16:04","30 May 2026, 17:26","","Single Leg Extensions",,"",2,"normal",36.8,6,,,
"Sobota - Nogi - Hipertrofia","30 May 2026, 16:04","30 May 2026, 17:26","","Standing Leg Curls",,"",0,"normal",36.1,10,,,
"Sobota - Nogi - Hipertrofia","30 May 2026, 16:04","30 May 2026, 17:26","","Standing Leg Curls",,"",1,"normal",38.6,8,,,
"Sobota - Nogi - Hipertrofia","30 May 2026, 16:04","30 May 2026, 17:26","","Standing Leg Curls",,"",2,"normal",41.1,6,,,
"Sobota - Nogi - Hipertrofia","30 May 2026, 16:04","30 May 2026, 17:26","","Hanging Leg Raise",,"Bujanka",0,"normal",,12,,,
"Sobota - Nogi - Hipertrofia","30 May 2026, 16:04","30 May 2026, 17:26","","Hanging Leg Raise",,"Bujanka",1,"normal",,12,,,
"Sobota - Nogi - Hipertrofia","30 May 2026, 16:04","30 May 2026, 17:26","","Hanging Leg Raise",,"Bujanka",2,"normal",,12,,,
"Sobota - Nogi - Hipertrofia","30 May 2026, 16:04","30 May 2026, 17:26","","Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm",,"",0,"normal",42.75,10,,,
"Sobota - Nogi - Hipertrofia","30 May 2026, 16:04","30 May 2026, 17:26","","Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm",,"",1,"normal",42.75,10,,,
"Sobota - Nogi - Hipertrofia","30 May 2026, 16:04","30 May 2026, 17:26","","Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm",,"",2,"normal",42.75,10,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Shoulder Press (Machine Plates)",,"",0,"normal",110,12,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Shoulder Press (Machine Plates)",,"",1,"normal",120,9,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Shoulder Press (Machine Plates)",,"",2,"normal",130,5,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Shoulder Press (Machine Plates)",,"",3,"dropset",100,12,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Lateral Raise (Dumbbell)",,"",0,"normal",15,10,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Lateral Raise (Dumbbell)",,"",1,"normal",15,11,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Single Arm Lateral Raise (Cable)",,"",0,"normal",8.75,11,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Single Arm Lateral Raise (Cable)",,"",1,"normal",10,6,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Face Pull",,"",0,"normal",22.5,13,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Face Pull",,"",1,"normal",25,12,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Face Pull",,"",2,"normal",25,12,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Face Pull",,"",3,"normal",26.25,10,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Preacher Curl (Machine)",,"",0,"normal",50,8,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Preacher Curl (Machine)",,"",1,"normal",52.5,7,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Preacher Curl (Machine)",,"",2,"normal",55,5,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Skullcrusher (Barbell)",,"Inna sztanga - mniejszy ciezar, w sumie lepsze czucie",0,"normal",49,4,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Skullcrusher (Barbell)",,"Inna sztanga - mniejszy ciezar, w sumie lepsze czucie",1,"normal",39,10,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Skullcrusher (Barbell)",,"Inna sztanga - mniejszy ciezar, w sumie lepsze czucie",2,"normal",39,10,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Seated Incline Curl (Dumbbell)",0,"",0,"normal",15,12,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Seated Incline Curl (Dumbbell)",0,"",1,"normal",17.5,7,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Seated Incline Curl (Dumbbell)",0,"",2,"normal",17.5,7,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Triceps Pushdown",0,"",0,"normal",40,11,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Triceps Pushdown",0,"",1,"normal",42.5,11,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Triceps Pushdown",0,"",2,"normal",45,9,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Hammer Curl (Cable)",1,"",0,"normal",35,9,,,
"Piątek - Barki i łapy","29 May 2026, 13:00","29 May 2026, 14:45","","Single Arm Triceps Pushdown (Cable)",1,"",0,"normal",13.75,9,,,
"Czwartek - Góra - Hipertrofia","28 May 2026, 18:32","28 May 2026, 20:12","","Bench Press (Barbell) Hipertrofia",,"",0,"normal",90,12,,,
"Czwartek - Góra - Hipertrofia","28 May 2026, 18:32","28 May 2026, 20:12","","Bench Press (Barbell) Hipertrofia",,"",1,"normal",92.5,9,,,
"Czwartek - Góra - Hipertrofia","28 May 2026, 18:32","28 May 2026, 20:12","","Bench Press (Barbell) Hipertrofia",,"",2,"normal",87.5,11,,,
"Czwartek - Góra - Hipertrofia","28 May 2026, 18:32","28 May 2026, 20:12","","Lat Pulldown (Cable)",,"",0,"normal",85.5,10,,,
"Czwartek - Góra - Hipertrofia","28 May 2026, 18:32","28 May 2026, 20:12","","Lat Pulldown (Cable)",,"",1,"normal",89,10,,,
"Czwartek - Góra - Hipertrofia","28 May 2026, 18:32","28 May 2026, 20:12","","Lat Pulldown (Cable)",,"",2,"normal",92.5,8,,,
"Czwartek - Góra - Hipertrofia","28 May 2026, 18:32","28 May 2026, 20:12","","Lat Pulldown (Cable)",,"",3,"normal",92.5,7,,,
"Czwartek - Góra - Hipertrofia","28 May 2026, 18:32","28 May 2026, 20:12","","Incline Chest Press (Machine)",,"",0,"normal",100,10,,,
"Czwartek - Góra - Hipertrofia","28 May 2026, 18:32","28 May 2026, 20:12","","Incline Chest Press (Machine)",,"",1,"normal",105,7,,,
"Czwartek - Góra - Hipertrofia","28 May 2026, 18:32","28 May 2026, 20:12","","Incline Chest Press (Machine)",,"",2,"normal",90,9,,,
"Czwartek - Góra - Hipertrofia","28 May 2026, 18:32","28 May 2026, 20:12","","Incline Chest Press (Machine)",,"",3,"normal",80,10,,,
"Czwartek - Góra - Hipertrofia","28 May 2026, 18:32","28 May 2026, 20:12","","Iso-Lateral High Row (Machine)",,"",0,"normal",95,10,,,
"Czwartek - Góra - Hipertrofia","28 May 2026, 18:32","28 May 2026, 20:12","","Iso-Lateral High Row (Machine)",,"",1,"normal",105,10,,,
"Czwartek - Góra - Hipertrofia","28 May 2026, 18:32","28 May 2026, 20:12","","Iso-Lateral High Row (Machine)",,"",2,"normal",115,10,,,
"Czwartek - Góra - Hipertrofia","28 May 2026, 18:32","28 May 2026, 20:12","","Butterfly (Pec Deck)",,"",0,"normal",94,12,,,
"Czwartek - Góra - Hipertrofia","28 May 2026, 18:32","28 May 2026, 20:12","","Butterfly (Pec Deck)",,"",1,"normal",101,11,,,
"Czwartek - Góra - Hipertrofia","28 May 2026, 18:32","28 May 2026, 20:12","","Butterfly (Pec Deck)",,"",2,"normal",105.5,10,,,
"Czwartek - Góra - Hipertrofia","28 May 2026, 18:32","28 May 2026, 20:12","","Pullover (Machine)",,"",0,"normal",80,13,,,
"Czwartek - Góra - Hipertrofia","28 May 2026, 18:32","28 May 2026, 20:12","","Pullover (Machine)",,"",1,"normal",87.5,12,,,
"Czwartek - Góra - Hipertrofia","28 May 2026, 18:32","28 May 2026, 20:12","","Pullover (Machine)",,"",2,"normal",92.5,10,,,
"Środa - Dzień cardio","27 May 2026, 18:27","27 May 2026, 19:12","","Treadmill",,"",0,"normal",,,3.3,2700,
"Wtorek - Dół","26 May 2026, 18:53","26 May 2026, 20:50","","Warm Up",,"",0,"normal",,,,850,
"Wtorek - Dół","26 May 2026, 18:53","26 May 2026, 20:50","","Squat (Barbell)",,"Dzisiaj brak walki o zycie, nieco wieksza kontrola, choc i tak walka, chyba zmeczenie z poprzedniego treningu",0,"normal",140,4,,,
"Wtorek - Dół","26 May 2026, 18:53","26 May 2026, 20:50","","Squat (Barbell)",,"Dzisiaj brak walki o zycie, nieco wieksza kontrola, choc i tak walka, chyba zmeczenie z poprzedniego treningu",1,"normal",140,5,,,
"Wtorek - Dół","26 May 2026, 18:53","26 May 2026, 20:50","","Squat (Barbell)",,"Dzisiaj brak walki o zycie, nieco wieksza kontrola, choc i tak walka, chyba zmeczenie z poprzedniego treningu",2,"normal",140,5,,,
"Wtorek - Dół","26 May 2026, 18:53","26 May 2026, 20:50","","Squat (Barbell)",,"Dzisiaj brak walki o zycie, nieco wieksza kontrola, choc i tak walka, chyba zmeczenie z poprzedniego treningu",3,"dropset",120,8,,,
"Wtorek - Dół","26 May 2026, 18:53","26 May 2026, 20:50","","Romanian Deadlift (Barbell)",,"",0,"normal",125,8,,,
"Wtorek - Dół","26 May 2026, 18:53","26 May 2026, 20:50","","Romanian Deadlift (Barbell)",,"",1,"normal",135,8,,,
"Wtorek - Dół","26 May 2026, 18:53","26 May 2026, 20:50","","Romanian Deadlift (Barbell)",,"",2,"normal",145,6,,,
"Wtorek - Dół","26 May 2026, 18:53","26 May 2026, 20:50","","Hack Squat (Machine)",,"",0,"normal",135,7,,,
"Wtorek - Dół","26 May 2026, 18:53","26 May 2026, 20:50","","Hack Squat (Machine)",,"",1,"normal",135,7,,,
"Wtorek - Dół","26 May 2026, 18:53","26 May 2026, 20:50","","Leg Extension (Machine)",,"",0,"normal",75,10,,,
"Wtorek - Dół","26 May 2026, 18:53","26 May 2026, 20:50","","Leg Extension (Machine)",,"",1,"normal",77.5,10,,,
"Wtorek - Dół","26 May 2026, 18:53","26 May 2026, 20:50","","Leg Extension (Machine)",,"",2,"normal",80,10,,,
"Wtorek - Dół","26 May 2026, 18:53","26 May 2026, 20:50","","Lying Leg Curl (Machine)",,"",0,"normal",47.5,11,,,
"Wtorek - Dół","26 May 2026, 18:53","26 May 2026, 20:50","","Lying Leg Curl (Machine)",,"",1,"normal",50,9,,,
"Wtorek - Dół","26 May 2026, 18:53","26 May 2026, 20:50","","Lying Leg Curl (Machine)",,"",2,"normal",50,8,,,
"Wtorek - Dół","26 May 2026, 18:53","26 May 2026, 20:50","","Hip Adduction (Machine)",,"",0,"normal",90,12,,,
"Wtorek - Dół","26 May 2026, 18:53","26 May 2026, 20:50","","Hip Adduction (Machine)",,"",1,"normal",100,8,,,
"Wtorek - Dół","26 May 2026, 18:53","26 May 2026, 20:50","","Cable Crunch",,"",0,"normal",48.75,12,,,
"Wtorek - Dół","26 May 2026, 18:53","26 May 2026, 20:50","","Cable Crunch",,"",1,"normal",50,10,,,
"Wtorek - Dół","26 May 2026, 18:53","26 May 2026, 20:50","","Cable Crunch",,"",2,"normal",51.25,8,,,
"Wtorek - Dół","26 May 2026, 18:53","26 May 2026, 20:50","","Cable Core Pallof Press",,"",0,"normal",17.5,8,,,
"Wtorek - Dół","26 May 2026, 18:53","26 May 2026, 20:50","","Cable Core Pallof Press",,"",1,"normal",18.75,8,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Bench Press (Barbell)",,"",0,"normal",97.5,8,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Bench Press (Barbell)",,"",1,"normal",100,7,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Bench Press (Barbell)",,"",2,"normal",100,6,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Bench Press (Barbell)",,"",3,"normal",100,6,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Pull Up",,"",0,"normal",,8,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Pull Up",,"",1,"normal",,7,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Pull Up",,"",2,"normal",,6,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Pull Up",,"",3,"normal",,6,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Incline Bench Press (Dumbbell)",,"Dzisiaj mocne wyciskanie na plaskiej i podciaganie, wiec nie udalo sie dolozyc na hantlach",0,"normal",45,7,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Incline Bench Press (Dumbbell)",,"Dzisiaj mocne wyciskanie na plaskiej i podciaganie, wiec nie udalo sie dolozyc na hantlach",1,"normal",45,6,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Incline Bench Press (Dumbbell)",,"Dzisiaj mocne wyciskanie na plaskiej i podciaganie, wiec nie udalo sie dolozyc na hantlach",2,"normal",45,6,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Dumbbell Row",,"",0,"normal",50,10,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Dumbbell Row",,"",1,"normal",50,11,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Dumbbell Row",,"",2,"normal",50,12,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Low Cable Fly Crossovers",,"",0,"normal",13.75,13,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Low Cable Fly Crossovers",,"",1,"normal",15,10,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Low Cable Fly Crossovers",,"",2,"normal",15,10,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Single Arm Cable Row",,"",0,"normal",43.75,10,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Single Arm Cable Row",,"",1,"normal",46.25,9,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Single Arm Cable Row",,"",2,"normal",48.75,8,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Bicep Curl (Cable)",0,"",0,"normal",30,10,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Bicep Curl (Cable)",0,"",1,"normal",31.25,8,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Triceps Rope Pushdown",0,"",0,"normal",30,10,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Triceps Rope Pushdown",0,"",1,"normal",31.25,8,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Lateral Raise (Machine)",,"",0,"normal",55,10,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Lateral Raise (Machine)",,"",1,"normal",57.5,9,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",20,12,,,
"Poniedziałek - Góra","25 May 2026, 19:00","25 May 2026, 21:22","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",22.5,10,,,
"Sobota - Nogi - Hipertrofia","23 May 2026, 13:57","23 May 2026, 15:29","","Pendulum Squat (Machine)",,"",0,"normal",101.7,9,,,
"Sobota - Nogi - Hipertrofia","23 May 2026, 13:57","23 May 2026, 15:29","","Pendulum Squat (Machine)",,"",1,"normal",104.2,9,,,
"Sobota - Nogi - Hipertrofia","23 May 2026, 13:57","23 May 2026, 15:29","","Pendulum Squat (Machine)",,"",2,"normal",106.7,8,,,
"Sobota - Nogi - Hipertrofia","23 May 2026, 13:57","23 May 2026, 15:29","","Single Leg Press (Machine)",,"",0,"normal",108,8,,,
"Sobota - Nogi - Hipertrofia","23 May 2026, 13:57","23 May 2026, 15:29","","Single Leg Press (Machine)",,"",1,"normal",118,8,,,
"Sobota - Nogi - Hipertrofia","23 May 2026, 13:57","23 May 2026, 15:29","","Single Leg Press (Machine)",,"",2,"normal",128,7,,,
"Sobota - Nogi - Hipertrofia","23 May 2026, 13:57","23 May 2026, 15:29","","Single Leg Extensions",,"",0,"normal",28.05,10,,,
"Sobota - Nogi - Hipertrofia","23 May 2026, 13:57","23 May 2026, 15:29","","Single Leg Extensions",,"",1,"normal",33.05,8,,,
"Sobota - Nogi - Hipertrofia","23 May 2026, 13:57","23 May 2026, 15:29","","Single Leg Extensions",,"",2,"normal",35.55,7,,,
"Sobota - Nogi - Hipertrofia","23 May 2026, 13:57","23 May 2026, 15:29","","Standing Leg Curls",,"",0,"normal",33.6,11,,,
"Sobota - Nogi - Hipertrofia","23 May 2026, 13:57","23 May 2026, 15:29","","Standing Leg Curls",,"",1,"normal",36.1,9,,,
"Sobota - Nogi - Hipertrofia","23 May 2026, 13:57","23 May 2026, 15:29","","Standing Leg Curls",,"",2,"normal",38.6,7,,,
"Sobota - Nogi - Hipertrofia","23 May 2026, 13:57","23 May 2026, 15:29","","Hanging Leg Raise",,"",0,"normal",,12,,,
"Sobota - Nogi - Hipertrofia","23 May 2026, 13:57","23 May 2026, 15:29","","Hanging Leg Raise",,"",1,"normal",,12,,,
"Sobota - Nogi - Hipertrofia","23 May 2026, 13:57","23 May 2026, 15:29","","Hanging Leg Raise",,"",2,"normal",,12,,,
"Sobota - Nogi - Hipertrofia","23 May 2026, 13:57","23 May 2026, 15:29","","Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm",,"",0,"normal",41,10,,,
"Sobota - Nogi - Hipertrofia","23 May 2026, 13:57","23 May 2026, 15:29","","Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm",,"",1,"normal",41,11,,,
"Sobota - Nogi - Hipertrofia","23 May 2026, 13:57","23 May 2026, 15:29","","Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm",,"",2,"normal",42.75,10,,,
"Piątek - Barki i łapy","22 May 2026, 18:55","22 May 2026, 20:31","","Warm Up",,"",0,"normal",,,,490,
"Piątek - Barki i łapy","22 May 2026, 18:55","22 May 2026, 20:31","","Shoulder Press (Machine Plates)",,"RIR 0-1",0,"normal",120,10,,,
"Piątek - Barki i łapy","22 May 2026, 18:55","22 May 2026, 20:31","","Shoulder Press (Machine Plates)",,"RIR 0-1",1,"normal",130,7,,,
"Piątek - Barki i łapy","22 May 2026, 18:55","22 May 2026, 20:31","","Shoulder Press (Machine Plates)",,"RIR 0-1",2,"normal",132.5,6,,,
"Piątek - Barki i łapy","22 May 2026, 18:55","22 May 2026, 20:31","","Shoulder Press (Machine Plates)",,"RIR 0-1",3,"normal",132.5,6,,,
"Piątek - Barki i łapy","22 May 2026, 18:55","22 May 2026, 20:31","","Lateral Raise (Dumbbell)",,"W oparciu o lawke - nie ma oszukiwania",0,"normal",12.5,15,,,
"Piątek - Barki i łapy","22 May 2026, 18:55","22 May 2026, 20:31","","Lateral Raise (Dumbbell)",,"W oparciu o lawke - nie ma oszukiwania",1,"normal",15,10,,,
"Piątek - Barki i łapy","22 May 2026, 18:55","22 May 2026, 20:31","","Single Arm Lateral Raise (Cable)",,"Zza plecow - troche ciezej",0,"normal",7.5,10,,,
"Piątek - Barki i łapy","22 May 2026, 18:55","22 May 2026, 20:31","","Single Arm Lateral Raise (Cable)",,"Zza plecow - troche ciezej",1,"normal",8.75,10,,,
"Piątek - Barki i łapy","22 May 2026, 18:55","22 May 2026, 20:31","","Face Pull",,"",0,"normal",22.5,12,,,
"Piątek - Barki i łapy","22 May 2026, 18:55","22 May 2026, 20:31","","Face Pull",,"",1,"normal",25,10,,,
